product_id,periodo,tn,primer_periodo,ultimo_periodo,values,total_tn,average_tn,median_tn,std_dev_tn,iqr_tn,tn_norm
20001,201701,934.77222,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,-1.5548521227043979
20001,201702,798.0162,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,-2.0135410455820333
20001,201703,1303.35771,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,-0.3185915076585258
20001,201704,1069.9613,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,-1.1014188223639922
20001,201705,1502.20132,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,0.34834338333933024
20001,201706,1520.06539,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,0.40826068004415333
20001,201707,1030.67391,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,-1.2331913805429564
20001,201708,1267.39462,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,-0.43921413922861285
20001,201709,1316.94604,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,-0.2730153315501111
20001,201710,1439.75563,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,0.1388963236453537
20001,201711,1580.47401,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,0.610875269444491
20001,201712,1049.3886,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,-1.170421046936517
20001,201801,1169.07532,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,-0.7689837085322763
20001,201802,1043.7647,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,-1.1892839871812797
20001,201803,1856.83534,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,1.5378098262028033
20001,201804,1251.28462,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,-0.4932481667438825
20001,201805,1293.89788,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,-0.35032041607005715
20001,201806,1150.79169,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,-0.8303082377997496
20001,201807,1470.41009,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,0.2417134518331699
20001,201808,1800.96168,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,1.3504057987776756
20001,201809,1438.67455,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,0.13527030834639556
20001,201810,2295.19832,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,3.0081088530802345
20001,201811,1813.01511,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,1.3908338166717402
20001,201812,1486.68669,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,0.29630626699487234
20001,201901,1275.77351,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,-0.4111107765465885
20001,201902,1259.09363,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,-0.4670562200519507
20001,201903,1470.65653,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,0.24254002822925042
20001,201904,1647.6384799999998,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,0.8361494358025587
20001,201905,1629.78233,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,0.7762587033123809
20001,201906,1109.93769,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,-0.9673353116736672
20001,201907,1678.99318,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,0.9413152162204991
20001,201908,1261.34529,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,-0.4595040004122843
20001,201909,1660.00561,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,0.8776296246731309
20001,201910,1561.50552,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,0.5472536735051299
20001,201911,1397.37231,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,-0.0032601927462334304
20001,201912,1504.68856,2017-01-01,2019-12-01,36.0,50340.39558,1398.3443216666665,1418.02343,298.1454602000109,335.5153475000002,0.3566857542019675
20002,201701,550.15707,2017-01-01,2019-12-01,36.0,36337.25439,1009.3681775,992.005505,303.83483488748004,246.7661499999998,-1.5113839980529582
20002,201702,505.88633,2017-01-01,2019-12-01,36.0,36337.25439,1009.3681775,992.005505,303.83483488748004,246.7661499999998,-1.6570905955745852
20002,201703,834.73521,2017-01-01,2019-12-01,36.0,36337.25439,1009.3681775,992.005505,303.83483488748004,246.7661499999998,-0.5747628232446494
