product_id,tn
20001,1735.7656537726234
20002,1288.7297653918274
20003,1135.1169255446227
20004,792.7178525061985
20005,638.3817455740615
20006,401.8964341515838
20007,424.05288635272314
20008,0.0
20009,611.3638808463779
20010,425.0073868144228
20011,498.43160189866455
20012,38.12503103361814
20013,338.8014648914219
20014,201.4637969863798
20015,259.1198511454153
20016,310.33360926592263
20017,191.11766653484392
20018,45.33491640002296
20019,497.81916534625543
20020,291.6978360376977
20021,229.7033828701595
20022,261.67749437573934
20023,144.05735821084733
20024,337.58333660177817
20025,266.63889289886146
20026,260.3846859825857
20027,114.39852182717037
20028,10.632788995884397
20029,146.2568025201764
20030,110.12164520114234
20031,96.17775856859953
20032,506.4317377403174
20033,42.82829927398777
20035,221.5456814162711
20037,17.616891671501037
20038,167.97943261364952
20039,96.99193837659087
20041,105.9231980535673
20042,101.58415732809219
20043,71.14379276535801
20044,0.0
20045,163.36492666286182
20046,178.56819775046654
20047,0.0
20049,102.20493840948744
20050,121.66655091503722
20051,153.00830893752993
20052,85.79688278190666
20053,164.4566883972638
20054,118.9456061523686
20055,12.426223191777837
20056,44.40589472483464
20057,169.3373241160733
20058,125.321822404681
20059,98.7064491654765
20061,109.44422246077025
20062,95.2931830835426
20063,102.00223365678349
20065,50.06517300382593
20066,133.96087775961945
20067,68.53122872710122
20068,79.44207906250392
20069,164.82960394902904
20070,30.870746178691178
20071,118.66870311050714
20072,0.0
20073,154.70712103189192
20074,120.16286840402284
20075,108.46630714350766
20076,45.002077607162256
20077,0.0
20079,0.0
20080,0.0
20081,101.4602397679804
20082,90.24870267400287
20084,122.43762446980763
20085,285.3117564436843
20086,27.16928549138664
20087,108.82897959236674
20089,18.912374827276864
20090,8.576236841824922
20091,104.06835137931603
20092,40.421100522670024
20093,70.93675591452038
20094,22.97683373549596
20095,0.0
20096,20.756142220963497
20097,62.59807799485015
20099,35.130980827915806
20100,0.0
20101,76.59735531697287
20102,38.54770606095059
20103,55.38965939938229
20106,80.80843171781042
20107,106.58990890572159
20108,63.78686953748265
20109,68.7051246194505
20111,122.12419856707325
20112,142.21433359592243
20114,29.85482556246857
20116,178.75763068083722
20117,28.187459480228412
20118,75.9348390722292
20119,7.156448074269861
20120,89.48086563075682
20121,95.03536851252093
20122,66.26400467353278
20123,62.90922653101682
20124,21.180345484041723
20125,34.858744206104596
20126,99.65989976473944
20127,320.0004583642333
20129,48.5850777265982
20130,65.12849373532642
20132,17.614188035456223
20133,8.21596138032293
20134,47.72312598183499
20135,93.21853027584615
20137,18.188615379017953
20138,23.36736338941136
20139,57.916024507859305
